product,name,description,availability,sku,price,year,name_for_matching,collection,keshi,metal,category,pearl_type
keshi-baroque-pearl-strand,Keshi Baroque Pearl Strand,"Paspaley Australian South Sea pearl strand featuring thirty-eight 8-11mm keshi baroque pearls. 41.5cm choker length strand identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.  GIA certificate available. The ultimate icon of purity, the iridescent allure of a meticulously matched keshi pearl strand is the perfect choice for understated elegance. A unique clasp mechanism enables you to instantaneously personalise this strand with any one of Paspaley's jewelled interchangeable clasps. NA",NA,SCKQ0811001,12800,2017,keshi-baroque-pearl-strand,Strand,TRUE,Other,Strands,Unsure
keshi-baroque-strand-bracelet,Keshi-Baroque Strand Bracelet,"Paspaley Australian South Sea pearl elastic strand bracelet featuring fourteen 9-12mm keshi-baroque pearls, identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl. The ultimate expression of femininity, this unique keshi-baroque strand shows a woman's individuality. A unique clasp mechanism enables you to instantaneously personalise this strand with any one of Paspaley's jewelled interchangeable clasps. NA",NA,SBKQ0912001,5780,2017,keshi-baroque-strand-bracelet,Strand,TRUE,Other,Bracelets,Unsure
keshi-eternity-ring-white-gold,Keshi Eternity Ring,"Paspaley Australian South Sea pearl ring, featuring one 10mm baroque keshi pearl set in 750 white gold with twelve white diamonds, total 0.30 carats. An alluring combination of luminous keshi and glistening white diamonds create a design to be cherished for an eternity . Ring size 54, resize options available. NA",NA,C11R10WKQ10,3180,2017,keshi-eternity-ring-white-gold,Other,TRUE,White gold,Rings,Unsure
keshi-eternity-ring-yellow-gold,Keshi Eternity Ring,"Paspaley Australian South Sea pearl ring, featuring one 10mm baroque keshi pearl set in 750 yellow gold with twelve white diamonds, total 0.30 carats. An alluring combination of luminous keshi and glistening white diamonds create a design to be cherished for an eternity . Ring size 54, resize options available. NA",NA,C11R10YKQ10,3180,2017,keshi-eternity-ring-yellow-gold,Other,TRUE,Yellow gold,Rings,Unsure
keshi-pearl-studs-10mm,Keshi Pearl Studs,Paspaley Australian South Sea pearl ear studs featuring two 10mm keshi pearls set in 750 yellow gold. The abstract shape of these Keshi pearls on their simple setting strikes the perfect balance between traditional and modern style. NA,NA,C00E41YKQ10,1980,2017,keshi-pearl-studs-10mm,Other,TRUE,Yellow gold,Earrings,Unsure
keshi-pearl-studs-7mm,Keshi Pearl Studs,Paspaley Australian South Sea pearl ear studs featuring two 7mm keshi pearls set in 750 yellow gold. The luminosity and unique shape of these petite keshi pearl studs accentuate their appeal as a casual accessory. NA,NA,C00E40YKQ07,980,2017,keshi-pearl-studs-7mm,Other,TRUE,Yellow gold,Earrings,Unsure
kimberley-bracelet-10-11mm,Kimberley Bracelet,"Kimberley Bracelet with 10-11mm Circle Pearl and SandalwoodThe Kimberley bracelet a unisex sandalwood bracelet featuring one hand-selected Paspaley Australian South Sea pearl. 25% of the proceeds from each bracelet is donated to the cancer division at the Garvan Institute of Medical Research. Should you wish to nominate which type of cancer research your donation goes to, please contact our Personal Shopper. NA",NA,CSRB01SPC11,680,2017,kimberley-bracelet-10-11mm,Kimberley,FALSE,Other,Bracelets,Circle
kimberley-bracelet-12mm,Kimberley Bracelet,"Kimberley Bracelet with two, 12mm Circle Pearls and OnyxThe Kimberley bracelet a unisex sandalwood bracelet featuring one hand-selected Paspaley Australian South Sea pearl and sand blasted onyx. 25% of the proceeds from each bracelet is donated to the cancer division at the Garvan Institute of Medical Research. Should you wish to nominate which type of cancer research your donation goes to, please contact our Personal Shopper. NA",NA,CSRB02XPC12,1480,2017,kimberley-bracelet-12mm,Kimberley,FALSE,Other,Bracelets,Circle
kimberley-bracelet-13mm,Kimberley Bracelet,"Kimberley Bracelet with one, 13mm Circle Pearl and SandalwoodThe Kimberley bracelet a unisex sandalwood bracelet featuring one hand-selected Paspaley Australian South Sea pearl. 25% of the proceeds from each bracelet is donated to the cancer division at the Garvan Institute of Medical Research. Should you wish to nominate which type of cancer research your donation goes to, please contact our Personal Shopper. NA",NA,CSRB01SPC13,980,2017,kimberley-bracelet-13mm,Kimberley,FALSE,Other,Bracelets,Circle
kimberley-bracelet-australian-south-sea-pearl,Kimberley Bracelet,"Kimberley Bracelet with one, 13mm Baroque Australian South Sea PearlThe Kimberley bracelet a unisex sandalwood bracelet featuring a unique hand-selected Paspaley Australian South Sea pearl. 25% of the proceeds from each bracelet is donated to the cancer division at the Garvan Institute of Medical Research. Should you wish to nominate which type of cancer research your donation goes to, please contact our Personal Shopper. NA",NA,CSRB10SPQ13,6480,2017,kimberley-bracelet-australian-south-sea-pearl,Kimberley,FALSE,Other,Bracelets,Unsure
kimberley-bracelet-triangle,Kimberley Bracelet,"Kimberley Bracelet with two, 12mm Triangle Pearls and OnyxThe Kimberley bracelet a unisex sandalwood bracelet featuring one hand-selected Paspaley Australian South Sea pearl and sand blasted onyx. 25% of the proceeds from each bracelet is donated to the cancer division at the Garvan Institute of Medical Research. Should you wish to nominate which type of cancer research your donation goes to, please contact our Personal Shopper. NA",NA,CSRB02XPT12,1980,2017,kimberley-bracelet-triangle,Kimberley,FALSE,Other,Bracelets,Triangle
lavalier-bleu-earrings-round,Lavalier Bleu Earrings - Round,"Paspaley Australian South Sea pearl Lavalier Earrings featuring two loose 13mm round pearls in 750 white gold with thirty blue sapphire cabochons, total 1.88 carats and fourteen white diamonds, total 0.15 carats.
A nautically inspired design features alluring blue sapphire studded chain mesh that holds perfect round pearls. The mesh slides onto a diamond studded hoop which can also be worn alone. NA",NA,DH14E22WR,13960,2017,lavalier-bleu-earrings-round,Lavalier,FALSE,White gold,Earrings,Round
lavalier-bleu-petite-button,Lavalier Bleu Petite - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm button pearl in 750 white gold with 13 blue sapphires, total 1.32 carats and 36 white diamonds, total 0.16 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, an alluring blue sapphire and diamond studded chain mesh encases a smooth button pearl for sophisticated style. NA",NA,DH14N24WB,8960,2017,lavalier-bleu-petite-button,Lavalier,FALSE,White gold,Necklaces And Pendants,Button
lavalier-bleu-petite-round,Lavalier Bleu Petite - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm round pearl in 750 white gold with thirteen blue sapphires, total 1.32 carats and thirty-six white diamonds, total 0.16 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, an alluring blue sapphire and diamond studded chain mesh encases a perfect round pearl for sophisticated style. NA",NA,DH14N24WR,11060,2017,lavalier-bleu-petite-round,Lavalier,FALSE,White gold,Necklaces And Pendants,Round
lavalier-bleu-tassel,Lavalier Bleu - Tassel,"Paspaley Australian South Sea pearl necklace featuring one 16mm round pearl in 750 white gold with eleven blue sapphires, total 4.32 carats, twelve paraiba, total 0.48 carats and 520 white diamonds, total 3.08 carats.
A chandelier of alluring blue hues, intricate diamond embellishment and glistening tassels creates a glamorous accessory worthy of the regal origins from which the name Lavalier is derived. This iconic Lavalier boasts a perfect round 18mm pearl. NA",NA,DH14N26WH,43380,2017,lavalier-bleu-tassel,Lavalier,FALSE,White gold,Necklaces And Pendants,Round
lavalier-circle-white-gold,Lavalier - Circlé,"Paspaley Australian South Sea pearl necklace featuring one loose 17mm circlé pearl in 750 white gold with twelve white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
Casually elegant, the generous length of the Lavalier gives flow and adds movement while the basket of fine gold mesh and interlocking chain hugs the naturally formed grooves that encircle the precious circlé gem. NA",NA,DH13N01W83C,6160,2017,lavalier-circle-white-gold,Lavalier,FALSE,White gold,Necklaces And Pendants,Unsure
lavalier-circle-yellow-gold,Lavalier - Circlé,"Paspaley Australian South Sea pearl necklace featuring one loose 17mm circlé pearl in 750 yellow gold with twelve white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
Casually elegant, the generous length of the Lavalier gives flow and adds movement while the basket of fine gold mesh and interlocking chain hugs the naturally formed grooves that encircle the precious circlé gem. NA",NA,DH13N01Y83C,6160,2017,lavalier-circle-yellow-gold,Lavalier,FALSE,Yellow gold,Necklaces And Pendants,Unsure
lavalier-diamond-petite-button,Lavalier Diamond Petite - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm button pearl in 750 white gold with fifty-six white diamonds, total 0.71 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, a diamond studded chain mesh encases a smooth button pearl for sophisticated style. NA",NA,DH14N21WB,9960,2017,lavalier-diamond-petite-button,Lavalier,FALSE,White gold,Necklaces And Pendants,Button
lavalier-diamond-petite-round,Lavalier Diamond Petite - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 14mm round pearl in 750 white gold with fifty-six white diamonds, total 0.71 carats, adjustable length from 40cm-78cm.
Sophisticated and chic. Delicately suspended on an adjustable chain, a diamond studded chain mesh encases a smooth round pearl for sophisticated style. NA",NA,DH14N21WR,12060,2017,lavalier-diamond-petite-round,Lavalier,FALSE,White gold,Necklaces And Pendants,Round
lavalier-earrings-circle-white-gold,Lavalier Earrings - Circlé,"Paspaley Australian South Sea pearl Lavalier Earrings featuring two loose 13mm circlé pearls in 750 white gold.
Distinctive circlé pearls encased in an intricate mesh of white gold chain slide onto a simple hoop create the nautically inspired Lavalier earrings. NA",NA,DH14E20WC,4860,2017,lavalier-earrings-circle-white-gold,Lavalier,FALSE,White gold,Earrings,Unsure
lavalier-earrings-circle-yellow-gold,Lavalier Earrings - Circlé,"Paspaley Australian South Sea pearl Lavalier Earrings featuring two loose 13mm circlé pearls in 750 yellow gold.
Distinctive circlé pearls encased in an intricate mesh of yellow gold chain slide onto a simple hoop to create the nautically inspired Lavalier earrings. NA",NA,DH14E20YC,4860,2017,lavalier-earrings-circle-yellow-gold,Lavalier,FALSE,Yellow gold,Earrings,Unsure
lavalier-noir-button,Lavalier Noir - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm button pearl in 750 white gold with twenty-eight black diamonds, total 0.95 carats and six white diamonds, total 0.03 carats, adjustable length from 42cm-73cm.
From sleek to striking glamour. Gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in cool white gold and studded with smouldering black diamonds. NA",NA,DH13N04WB,11160,2017,lavalier-noir-button,Lavalier,FALSE,White gold,Necklaces And Pendants,Button
lavalier-noir-round,Lavalier Noir - Round,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm round pearl in 750 white gold with twenty-eight black diamonds, total 0.95 carats and six white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
From sleek to striking glamour. Gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in cool white gold and studded with smouldering black diamonds. NA",NA,DH13N04WR,16360,2017,lavalier-noir-round,Lavalier,FALSE,White gold,Necklaces And Pendants,Round
lavalier-opal-button,Lavalier Opal - Button,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm button pearl in 750 rose gold with twenty-eight opals, total 0.85 carats and six white diamonds, total 0.03 carats, adjustable length from 40cm-73cm.
Bejewelled and gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in earthy rose gold and studded with opal cabochons. NA",NA,DH13N02RB,11160,2017,lavalier-opal-button,Lavalier,FALSE,Rose gold,Necklaces And Pendants,Button
lavalier-opal-earrings-round,Lavalier Opal Earrings - Round,"Paspaley Australian South Sea pearl Lavalier Earrings featuring two loose 13mm round pearls in 750 rose gold with twenty-eight white opal cabochons, total 0.20 carats, eighteen white diamonds, total 0.85 carats and two 5mm keshi pearls, adjustable length 40-85cm in length. The design features dazzling white opal studded earthy rose gold chain mesh that holds perfect round pearls. The mesh slides onto a diamond studded hoop which can also be worn alone. NA",NA,DH15E30RR,13660,2017,lavalier-opal-earrings-round,Lavalier,TRUE,Rose gold,Earrings,Round
lavalier-opal-hero,Lavalier Opal Hero,"Paspaley Australian South Sea pearl necklace featuring one loose 16mm round pearl in 750 rose gold with thirty opals, total 0.90 carats, sixty-eight white diamonds, total 0.90 carats, and one 6mm keshi pearl, adjustable length 42cm-85cm.
Bejewelled and gently suspended on a luxurious long chain, the enduring radiance of a pure Australian pearl is entwined in earthy rose gold and studded with opal cabochons and diamonds. This Paspaley Lavalier combines Australian opals with a precious Keshi pearl. NA",NA,DH15N30RH,23680,2017,lavalier-opal-hero,Lavalier,TRUE,Rose gold,Necklaces And Pendants,Round
